,default
2190,0
4888,1
3595,0
24636,0
19326,1
14040,0
33540,1
6900,0
2260,0
14066,1
9856,0
10708,1
7062,0
15101,1
22220,1
35598,0
17867,0
33354,0
19024,1
34123,0
22645,0
21596,0
29209,1
30860,0
33432,1
27640,1
34955,0
384,1
2343,0
2768,0
35329,0
28273,0
28729,1
20492,0
23896,0
5599,1
23192,0
15125,1
27177,0
28832,1
15734,0
11200,1
30484,1
26549,1
10960,0
15767,0
17819,0
4776,0
8536,0
34392,0
31967,0
20251,1
12000,1
6695,1
35415,0
31485,1
4630,0
26955,0
24435,0
32865,1
7364,0
30633,0
25628,1
30335,1
3691,0
4556,0
25268,0
25103,0
14357,1
21069,1
10785,1
8372,0
492,1
2477,0
34564,0
19509,0
21492,1
24849,0
16915,0
11534,0
34359,0
565,1
25369,1
21476,1
27862,1
7322,0
29774,1
30980,1
22014,1
19445,0
24274,0
16182,1
28160,0
22315,1
6670,1
13457,1
36027,1
16415,0
30640,1
22974,1
24187,0
29450,1
11048,0
23886,0
28173,1
960,1
14042,0
33821,0
31048,0
34639,0
4758,0
33067,1
4778,1
9076,0
29612,0
1786,0
13302,1
22903,1
33174,1
25061,1
6633,1
11648,0
4823,1
427,1
19893,1
31201,1
375,0
15223,0
35038,0
35181,1
10645,1
27883,1
1596,1
24617,0
33452,1
5794,0
22418,1
7768,1
33663,1
32677,1
8845,0
8352,0
6163,0
36342,0
413,1
13255,0
25024,0
13073,1
31442,1
1896,0
16749,1
23578,0
19851,1
29885,1
29986,1
13327,1
8152,1
13252,1
28108,0
16753,0
35608,0
16633,0
30523,0
33068,1
7766,0
20760,0
6455,1
17549,1
22541,0
29180,1
1615,0
21809,0
19412,0
2024,0
24989,0
26784,1
7623,1
12983,1
20777,0
5442,1
33454,1
8556,1
5565,1
22891,1
4004,0
18044,0
9899,0
32845,1
28225,0
22798,1
3639,1
18280,0
2375,0
10489,1
7632,1
6480,1
5747,0
3085,1
35555,0
29520,0
6054,0
21475,0
2361,0
4536,1
25401,0
31572,0
8296,1
15974,1
25987,1
31617,1
28915,0
35403,0
20189,1
34619,0
10930,1
22885,1
22530,0
26002,0
17536,1
35495,0
17760,0
21271,1
18320,0
12907,1
31159,1
19026,1
35524,0
23469,1
7797,0
26790,1
11277,0
14874,1
3403,1
11728,1
26798,0
3901,0
9527,1
9872,0
24804,0
11080,0
28288,1
5024,0
31088,0
13515,1
29482,0
18840,1
35966,1
35757,1
4640,1
7356,0
15176,0
34889,0
23447,1
9011,1
34539,0
30096,1
15082,1
12055,1
29492,0
7928,1
2299,0
35786,1
4361,1
14352,1
22726,0
32590,1
34425,0
18246,0
32303,1
16853,1
13630,0
12265,0
36192,1
29871,1
8719,0
35695,0
25200,0
3967,0
15074,1
33742,0
13972,0
27952,1
6871,0
34244,1
12981,0
25953,0
34389,0
30020,1
8409,0
21877,1
4319,0
18378,0
36234,1
14024,0
33982,0
12032,1
16425,1
29590,1
24149,0
23636,0
3464,1
34394,0
31838,0
17439,1
19616,0
11802,1
22505,0
31992,1
31925,1
14346,1
8978,0
3437,1
23744,0
1488,1
32727,1
28149,0
6185,0
4672,1
18846,1
34003,0
24865,0
4883,1
32389,1
9494,1
740,1
1894,0
10309,1
19432,1
9054,0
9636,0
6626,1
23326,1
26147,0
16012,1
13172,1
17663,0
35954,0
23439,1
23096,1
29765,1
22882,1
24386,0
22044,0
9988,0
4529,0
26605,1
25607,0
30614,1
5315,1
8669,0
245,1
29868,0
14863,1
25948,0
25885,0
389,1
8823,0
27531,1
10908,1
7832,1
34142,0
18214,0
16745,1
29065,0
20123,0
20753,0
18247,0
5946,0
19797,1
10634,1
30982,0
4133,0
194,0
18991,1
32441,1
33671,1
11019,0
3844,0
9496,0
15883,1
2887,0
15094,1
7476,0
29089,1
5907,0
31832,1
10038,0
21291,1
3055,1
20920,1
23949,0
14737,1
34417,0
18465,0
14724,0
4812,1
21082,1
20120,1
6690,1
27491,1
30627,1
23316,1
5104,1
1915,0
27195,1
18529,1
11189,0
24326,0
12975,0
35288,0
1055,1
4498,0
19558,0
23746,0
23875,0
16116,1
33379,1
22491,0
30031,1
34442,0
30632,1
3539,1
31391,1
36024,1
22643,0
31714,0
5723,0
27145,0
20032,1
22959,1
12901,1
13023,0
5503,1
31463,1
24180,0
11565,0
19411,0
19944,1
8947,0
22902,0
3612,0
22346,1
3852,1
28539,1
21055,1
7737,0
32460,1
25575,0
5485,1
35848,0
35820,0
15195,1
20230,1
28088,0
32970,1
28258,1
28965,1
20865,1
35601,0
27425,1
23446,1
22623,0
32021,1
9748,0
19960,1
3647,0
2682,0
30324,1
25807,0
10856,1
17778,0
24066,0
8711,1
4689,0
7012,0
16856,1
21651,0
1122,1
19130,1
23760,0
5709,1
16486,0
7912,1
11181,0
36397,0
32319,1
1583,0
488,0
18373,0
29615,1
11360,0
13624,0
3240,1
11479,1
3590,0
31597,0
19652,0
34075,0
7544,0
26962,1
6304,0
29428,0
23213,0
12717,0
12645,0
12785,0
8735,1
28791,1
18435,1
30975,0
27450,1
16568,0
7410,0
20352,0
5834,0
12660,0
2500,0
35858,0
11209,0
10589,1
27917,1
29977,1
33152,1
16113,1
10910,1
1611,0
20508,0
13653,0
28257,1
17901,0
14299,0
16774,0
1585,0
10091,0
3681,0
15083,1
745,1
31208,1
20052,1
4375,0
28727,1
15103,1
6610,0
4196,0
16719,1
31230,1
1039,1
1866,0
33259,1
17872,0
26539,1
7240,0
114,1
2663,0
26638,1
15821,1
5597,1
25331,0
32608,1
35132,0
14622,1
34766,0
20049,1
8552,0
8068,0
16545,0
11034,0
12648,1
35282,0
30419,1
10089,0
6939,0
15114,1
11584,0
16454,0
10420,1
26207,1
23017,1
28237,0
20270,1
29563,0
432,1
24378,0
9498,0
3288,1
11025,0
3914,0
26100,1
27370,1
20381,0
32463,1
5744,0
30124,1
12173,1
2198,0
30993,0
2716,1
1478,0
2083,0
32275,1
8222,1
8365,0
17404,1
26725,1
28881,0
15968,1
382,0
4867,0
24912,0
16291,0
29534,0
2510,1
28923,0
19952,1
27391,1
21106,1
4984,1
33800,0
7953,1
19764,1
23554,0
24626,0
32932,1
11813,1
19048,1
29203,1
1664,0
28747,0
18981,1
20098,1
26532,1
28139,0
11138,0
29963,0
13890,0
157,1
14745,1
1426,0
14673,1
14878,1
12112,1
4615,1
23765,0
21819,1
28057,0
29846,0
35265,0
35955,0
3406,1
7691,0
17715,0
19525,0
2651,0
17414,1
29611,0
26358,1
21380,1
7002,0
14294,1
3587,0
27647,1
3339,1
6132,0
9667,0
32569,1
10553,1
12016,1
36326,0
19966,1
11062,0
34958,0
22190,1
4360,0
1550,0
14828,1
11274,0
18307,1
7195,0
22594,0
7689,1
14570,1
1974,1
16813,1
27392,0
27655,1
5827,0
2104,0
24572,0
26139,0
29994,0
24393,0
34549,0
17267,0
12413,0
30519,1
23448,1
21853,0
36034,0
23141,0
15650,1
23475,1
20880,0
35745,0
24333,0
26225,0
7463,1
6289,0
19246,0
15018,1
5380,1
1652,0
23083,1
16282,0
6964,0
9535,0
1381,0
31952,0
6180,0
10854,1
33891,0
16034,1
33154,1
8185,1
13879,0
23758,1
30168,1
32095,1
25752,1
21856,0
3624,0
3338,1
17888,0
20808,0
13873,0
23876,0
6115,0
33362,1
2201,0
30001,0
36381,1
14495,1
35202,0
31191,0
17413,1
17666,0
217,0
16664,0
31167,0
10043,0
8628,0
32086,1
14131,1
18034,0
15858,1
15104,1
35001,0
5353,1
27759,1
34742,0
4229,0
3696,0
21466,0
27802,1
13105,1
18447,0
33115,1
24560,0
12596,1
8216,1
21272,1
29371,0
27818,1
10920,1
15739,0
27954,1
15915,1
16959,1
17513,1
15529,0
6903,0
5470,1
33194,1
18632,1
16823,1
28239,0
20776,0
28963,0
26318,1
15777,0
28507,1
5387,1
15034,1
21626,0
24460,0
18078,0
8787,0
12115,1
17525,1
31581,1
7761,0
5069,1
22873,1
10111,0
28936,1
11348,0
35818,1
1512,0
13956,0
24461,0
21156,1
24394,0
9666,0
5880,0
24558,0
1990,0
26920,0
23405,1
21524,0
34664,0
23997,0
34600,0
813,0
31262,1
17659,0
20142,1
24971,0
12775,0
4911,1
34613,0
26651,1
16446,0
14907,1
33818,0
2220,1
2342,0
29572,0
3166,1
24336,1
9857,0
8081,1
5262,0
20355,0
8437,0
5023,0
35088,0
14719,1
27950,1
19964,1
32324,1
29685,1
26694,1
20583,1
7055,0
17084,1
20633,0
295,0
8571,0
22450,1
8084,1
22125,0
20075,1
17998,0
20825,1
11126,0
25995,1
23812,0
7647,0
11713,0
11040,0
22165,1
26586,1
34412,1
4448,0
31991,0
34601,0
14171,0
9874,0
7773,0
7057,0
27594,1
13687,0
30393,1
20083,1
32119,1
7113,0
32376,1
28207,0
11410,0
34424,0
30122,1
23891,0
2284,0
19679,1
32689,1
36304,1
4587,0
15180,1
3891,0
19801,1
19099,1
13737,1
19704,0
17592,0
30512,1
6388,1
8671,0
35472,0
22316,1
25780,0
8927,0
8258,1
31210,1
9694,0
15005,1
36007,0
32855,1
16504,0
19443,0
26213,1
3694,0
3231,1
34187,0
14391,0
15947,1
23964,0
5662,0
31209,0
26332,0
7595,0
8113,0
90,0
26389,1
26470,0
10449,1
4443,1
26808,1
12108,1
10535,1
30296,1
11470,0
2972,1
9109,0
1756,0
16628,0
20502,0
4090,1
26836,0
35787,0
29278,1
35330,0
25307,1
3399,1
19250,0
14706,1
34672,0
8810,0
30558,1
16382,0
1003,1
15355,0
24029,0
30432,1
17898,0
25736,1
502,0
21236,1
18372,1
34116,0
4248,0
31092,1
22826,1
4746,0
34744,0
27528,1
35783,0
15998,1
18367,0
29406,0
8590,1
16581,0
12867,0
2645,1
20111,1
34676,0
1198,1
11807,1
13719,0
25819,0
14088,1
18719,1
22992,1
35832,0
16822,1
33044,1
22810,1
17400,0
11100,1
16648,0
18556,1
14578,1
29507,0
3360,1
22287,1
7243,0
24177,0
3044,1
33886,1
18011,0
33952,0
30352,1
17551,1
3859,0
10762,1
14170,0
14405,1
22320,1
18187,1
4295,0
6969,0
20651,0
36450,1
18738,0
28448,1
24417,0
34371,0
6125,0
26609,1
25376,1
21634,0
4921,1
23225,0
20445,0
16773,0
16521,0
16965,1
28411,1
2774,1
5067,1
23915,0
7216,0
6373,1
8703,1
27116,1
18349,0
26685,1
31876,1
17657,0
14810,1
9125,1
2674,1
13658,0
17098,1
516,1
29787,1
15248,0
26830,1
28279,1
36363,1
8775,0
12643,1
29009,1
27979,1
36042,0
29576,0
24051,0
12910,1
30855,0
5633,1
34656,0
17752,0
36268,1
32448,1
33922,0
521,0
24596,1
6263,0
4363,0
34635,0
21847,0
5678,0
21160,1
32328,1
36299,0
14602,1
4202,0
27117,1
13916,0
2412,0
21057,1
34813,0
24932,0
32219,0
32624,1
11732,1
554,1
12177,1
23253,0
13609,0
720,1
34891,0
2649,0
22140,1
5964,0
6958,1
16784,1
6421,1
20474,0
4460,0
3591,0
26878,1
22904,1
12908,0
16571,0
21032,0
9687,0
12776,0
31359,1
23630,1
27326,1
35702,0
1511,0
24216,1
20073,1
2575,0
28350,1
25806,1
5787,0
20689,0
8754,0
19768,1
830,1
460,1
28092,0
9905,0
33684,1
5321,1
34423,0
3307,1
11864,1
28985,1
22833,1
22967,1
32599,1
29727,0
19230,0
12986,0
20071,1
16327,0
13466,1
5441,1
7454,0
2005,0
20054,1
33628,1
19760,1
29586,0
6332,1
2235,0
7653,0
16352,1
19069,1
35090,0
35216,1
28445,1
7144,0
25674,0
27042,1
11975,1
12505,0
22807,1
18568,1
9747,0
21537,0
7194,0
15032,1
18033,0
1623,0
12777,0
15285,0
919,1
34182,0
8634,0
33867,1
13489,1
22075,1
12431,0
6800,1
27146,1
16529,0
31531,0
12584,0
4824,1
13772,0
32759,0
415,0
27631,1
34181,0
2126,0
33647,1
25365,1
29166,1
16158,1
26569,0
36447,1
9063,0
24967,0
18898,1
30190,1
3088,1
1688,0
20169,1
26383,1
12424,0
1813,0
699,0
7342,0
3829,0
22322,1
33083,1
31844,1
24834,0
507,0
17750,0
6232,1
22164,1
35028,0
5207,1
26420,1
18559,1
7218,0
30119,1
16432,0
7558,1
26762,1
26238,0
30373,1
24114,0
5894,0
17708,0
9804,0
5292,1
33447,1
16679,0
25596,1
7437,1
22040,1
14682,1
33569,1
30421,1
26454,1
23222,0
23298,0
4300,0
15874,0
17286,1
3080,1
16017,1
23395,1
1631,0
6596,1
12608,0
34418,0
4739,1
29386,0
21124,1
30757,1
11420,0
7634,0
35366,0
22531,0
15645,0
6862,0
4768,1
15771,1
18783,1
4439,0
10220,0
33935,0
22425,1
33616,1
24346,0
4690,0
27592,1
20974,1
574,1
14868,1
12928,0
9024,1
24096,0
22759,1
17203,1
28199,0
32926,1
12197,0
20716,0
33801,0
23328,1
31753,0
17721,0
28216,0
33549,1
10314,1
27166,1
10518,1
24746,0
30084,1
14792,1
14751,1
29310,1
4575,0
27034,1
31750,0
22682,1
9745,0
21186,0
6496,0
10223,0
25467,0
20174,1
1494,0
25481,1
20695,0
24367,0
20570,0
9192,1
2352,1
28251,1
20949,1
23288,0
422,1
22684,1
1933,0
25131,0
11729,1
30965,0
34108,1
15892,0
26717,0
33026,1
27658,1
27170,1
29570,0
30056,1
3961,1
35488,1
16652,0
26641,0
1060,0
17177,1
5543,1
1510,0
10378,1
35502,0
14866,1
10724,1
34548,0
239,1
21224,1
34062,0
25172,0
34895,0
26365,1
24192,1
32351,1
2802,1
36398,0
18735,1
15614,0
27981,1
14370,1
3380,1
21560,0
814,0
6406,1
27354,1
26215,1
6850,0
18932,1
15394,0
22943,1
12623,0
21165,1
23175,0
5598,1
5263,1
32311,1
9912,0
18443,0
8301,1
27235,1
8524,0
17270,1
30283,1
26231,0
18802,0
10123,0
20876,1
21249,1
34571,0
20838,0
8570,0
33341,1
1202,1
34797,0
27382,1
30568,1
18676,0
5965,0
25680,1
8022,1
30059,1
15613,0
11796,1
10811,1
15106,1
27765,1
34918,0
14949,1
24407,0
35223,0
2176,0
28620,1
21089,1
12940,0
34148,0
20556,0
3374,1
33755,0
9676,0
15967,1
986,1
23582,0
27051,1
29364,0
28667,1
3866,0
18570,1
35538,0
26469,1
26478,0
18538,1
1846,0
25876,1
9149,1
13034,1
23240,0
10016,1
19465,0
11890,1
28944,1
24477,0
11192,0
17531,1
30156,1
10142,0
3326,1
19810,1
20533,0
26705,1
10829,1
6245,1
3759,0
13933,0
6561,1
28860,0
992,1
34649,0
35855,0
5516,1
8882,0
19084,1
34139,0
829,0
10602,1
28592,1
26587,0
4900,1
1629,0
21385,1
18192,0
1771,0
26153,0
15095,1
20150,1
1520,0
34160,0
27333,1
2673,0
2881,1
32491,1
25836,0
4384,0
6904,0
13081,1
25466,1
23123,1
20645,0
25710,0
35220,0
8521,0
10528,0
31981,0
27583,1
26385,1
9148,1
32436,1
9681,0
11399,0
35762,1
20557,0
7799,1
22147,1
787,1
29650,1
6497,1
13806,0
17511,1
14921,1
14167,0
3775,0
7856,1
520,0
3762,0
17578,1
12952,0
33929,0
17781,0
27987,1
35062,0
3732,0
22805,1
25168,0
5201,1
24322,0
36229,1
30626,1
32726,1
31710,0
19800,1
35194,0
19492,0
18692,1
32012,0
25513,0
28532,1
3695,0
2762,1
24775,0
13058,0
26618,1
10145,1
19182,0
10881,1
10806,1
28575,1
9601,1
32163,1
215,1
29495,1
27262,1
24278,0
30177,1
23431,0
26891,1
33627,1
3950,0
18141,0
26735,1
3433,1
20494,0
32072,0
23285,1
27324,1
744,1
5688,1
14577,0
26827,0
35432,0
24375,0
31074,0
11553,0
5298,1
19827,1
29195,1
12974,0
32014,0
16387,0
13402,1
4915,1
26506,1
15768,0
26144,1
13654,0
22177,1
24885,0
16311,0
32094,1
1476,0
31245,1
27040,1
27412,1
14037,1
3577,0
12350,0
6972,0
9289,1
11177,0
34251,0
11152,0
28360,1
1319,0
4525,0
27073,1
22871,1
17390,1
26899,1
26340,1
7754,0
6663,1
18304,1
11851,1
27327,1
1097,1
30947,0
31355,1
17987,0
23591,1
10406,1
35094,0
22384,1
10481,1
4668,1
2835,1
13386,1
13118,1
34112,0
33788,1
11703,1
26275,0
35479,0
24575,0
9689,1
32507,1
872,1
31945,0
12634,0
29957,1
23585,0
24726,0
2413,1
19975,1
16553,0
31911,1
35940,0
6043,0
32671,1
32836,1
78,0
15787,0
16221,0
20441,0
12911,0
13045,0
4043,0
10636,1
24512,0
3553,0
22462,0
20642,0
877,1
9126,1
17256,1
13148,1
34663,1
6935,0
3107,1
27881,1
3089,1
4628,1
28956,0
19066,1
21019,1
7105,0
13078,1
152,0
35675,0
4976,1
5945,0
18161,0
8336,0
2499,0
27265,0
15706,0
6121,0
2882,1
32560,1
3723,0
35369,1
15485,0
2458,0
9411,1
22438,1
15486,1
35586,1
22669,0
6147,0
25107,1
16585,0
23806,0
35242,0
3995,0
2695,1
12870,0
17920,0
21790,0
12081,1
4713,1
19672,1
26584,1
29243,1
21416,1
8249,1
12486,1
14409,1
32480,1
19922,1
18160,0
33443,1
18218,0
32419,1
14349,1
34271,0
3363,1
183,0
26975,0
16624,0
13144,1
25587,0
24330,0
33085,1
10027,0
34576,0
26422,0
11913,1
7852,1
1469,0
18945,1
30501,1
29639,0
7690,0
12687,0
14860,1
4718,1
2640,0
1257,0
3289,1
25739,1
751,1
15651,0
23193,0
5955,0
34593,0
514,1
11009,0
27854,1
19854,1
7572,1
10159,0
26461,1
7260,0
28976,0
11981,1
8481,0
10512,0
27356,1
20818,0
28619,1
17503,1
23053,1
30242,1
9382,1
18786,1
28193,0
23843,0
652,0
29240,1
6236,0
20976,1
24769,0
17199,1
1126,1
5812,0
14932,1
14382,0
465,1
15453,0
27500,1
7355,0
29337,1
12328,0
26696,1
19224,0
32592,1
27280,1
21020,1
17324,1
2001,0
21928,1
31519,0
35138,0
23575,0
5021,1
26897,0
25966,1
6605,1
6355,0
8888,0
34051,0
20564,0
35471,0
15695,1
34832,0
24142,0
5014,1
16540,0
29755,0
17086,0
1490,0
33343,1
5683,0
6810,0
2044,0
2253,1
29002,1
27657,1
14421,0
28784,0
11712,1
21940,1
5981,0
32255,1
26643,1
7004,0
5726,0
24022,0
10116,0
26217,0
3673,0
21807,1
10492,1
24651,0
16798,1
6090,0
23992,0
15309,0
26432,0
17932,0
35405,0
2898,1
8265,1
24021,0
8018,1
5975,0
2498,0
31738,0
11142,0
34553,0
25470,0
35631,0
3422,1
20117,1
20685,0
9013,1
11269,0
18295,1
14573,1
22678,1
29589,0
15238,0
14902,1
12553,1
34029,0
18666,0
13760,1
15896,1
17408,1
22960,1
12937,1
15085,1
28500,1
4783,0
36203,0
18315,0
3225,1
24861,0
8515,0
29317,1
30297,0
35109,0
5074,0
32898,1
12734,0
27437,1
30326,1
17175,0
32444,1
26561,1
36136,0
24031,0
30355,1
15605,0
25472,1
2690,1
28223,1
7850,1
25197,0
1768,0
15591,0
14851,1
35662,0
23725,0
15046,1
2265,0
4809,1
8223,1
7893,1
10055,0
11300,0
28338,1
30906,0
14052,0
30140,1
28281,0
12377,1
34888,1
4484,0
10451,1
3004,1
32217,1
21987,0
4994,1
16723,0
35934,0
32648,1
35295,0
21889,1
21916,1
13583,0
1189,1
22409,1
6316,1
8525,0
34653,0
5583,1
32414,1
27739,1
13871,0
34590,0
22788,1
29288,1
28743,1
5355,1
6576,1
21145,1
16904,1
26697,1
2452,1
8029,0
2398,1
13569,1
32286,1
15415,0
16046,1
3948,0
34598,0
27160,1
3118,1
11241,0
35896,0
24055,0
36163,1
17599,1
28884,0
3393,1
20930,1
2987,1
34264,1
25324,1
13391,1
17891,0
16663,0
14336,1
18221,0
35314,0
18008,0
1403,0
19818,1
1925,0
32304,1
1237,0
7509,1
4621,0
29624,1
28283,1
29913,1
15059,1
16080,1
22088,1
3964,0
10534,1
18135,0
566,0
20709,0
25440,0
4912,1
887,0
9265,1
12243,0
18656,1
10482,1
5956,0
14879,1
1117,1
28867,0
11704,1
26936,1
698,1
8871,0
32577,1
12182,0
2865,1
26553,1
10945,1
29767,1
17422,1
14367,1
19559,0
24058,0
15256,0
34917,0
18621,1
13352,1
16670,0
22936,1
4478,0
33203,1
1855,0
29627,1
27664,1
12198,0
910,0
16682,0
22789,0
2064,0
32933,1
4104,0
760,1
17676,0
17206,1
33331,1
1467,0
8375,0
23226,0
3475,1
9756,0
11976,1
5917,0
26650,1
9378,1
5872,0
27767,1
32696,1
19034,1
4326,0
15294,0
15558,0
28304,1
22601,0
12514,0
15818,0
13885,0
16218,0
22471,0
20119,1
1439,0
14629,1
33648,1
5663,0
7310,0
3917,0
12065,1
29334,1
20199,1
29044,1
12852,0
5169,1
5713,0
4903,1
742,0
33334,1
21025,1
2185,0
1892,0
35152,0
7411,0
36279,0
24527,0
28715,1
15099,1
30038,1
9209,1
17258,1
6085,0
18261,1
13046,0
14166,0
2522,1
28919,0
32807,1
6395,1
878,1
19957,1
27901,1
20141,1
1960,0
29026,1
13187,1
20215,1
28905,1
3985,0
26371,1
6019,0
16339,0
10777,1
34273,1
25743,0
14595,1
17522,1
4160,0
28579,1
4807,0
32315,1
14912,1
28656,1
14380,1
11525,1
30966,0
17502,1
12231,0
8546,0
10701,1
20866,1
31562,0
12318,0
6679,1
624,1
36237,0
23391,1
33149,1
15707,0
2275,1
13988,0
29536,0
26818,0
22888,1
10590,1
34439,0
35886,0
18741,0
4775,1
132,0
9110,1
31108,1
34665,0
33035,1
35338,0
11331,0
31329,1
18781,1
7668,1
23869,0
6460,1
35107,0
27109,1
9635,0
18039,0
24169,0
15431,0
9715,0
9037,1
26627,1
3009,1
7828,1
12590,1
9353,1
5777,0
425,0
33474,1
7556,0
18467,0
1627,0
9796,0
5830,0
6200,0
13608,0
11945,1
20330,1
22380,1
21728,1
19052,1
20574,1
2043,0
1047,1
21229,1
8130,1
33020,1
24373,0
23242,0
12135,1
20595,0
29141,1
1123,1
3668,0
11573,0
22783,1
25558,0
17096,1
1215,0
15474,1
30913,0
17735,0
27080,1
2904,1
29519,0
12686,0
7387,0
24955,0
24368,0
6631,1
12767,1
7298,0
19296,0
30460,1
5267,1
27517,1
35686,0
14419,1
642,0
25786,0
30824,1
4217,0
18527,0
24772,0
18955,1
11611,1
27701,1
2336,0
2720,1
35741,0
10533,1
7517,1
26536,1
26114,1
18512,0
36105,1
30806,1
4497,0
19531,0
29701,0
23352,1
23498,0
6031,0
17443,1
19233,0
1278,0
14661,1
26011,0
36451,1
21617,0
7043,0
2798,1
12883,0
33264,1
29676,1
11610,1
27741,1
16351,0
10648,1
19646,0
13549,0
18492,0
31170,1
169,0
25813,1
9034,1
35089,0
13381,1
13572,0
28689,1
25683,0
35607,0
19396,1
12665,0
8453,0
5664,1
9588,0
6032,0
2379,1
3460,1
34111,0
33601,1
33417,1
10683,1
21676,0
4417,0
23330,0
28393,1
20085,1
29498,0
26061,1
15660,0
5365,1
13527,1
28229,1
33397,1
12043,1
9210,1
35616,0
18557,1
36092,1
12804,0
27264,1
20001,1
27090,1
28440,1
4200,0
842,1
33554,1
3312,1
5668,0
25520,1
31966,1
20830,0
4453,0
2139,0
3207,0
8178,0
6196,0
9555,0
25393,1
27925,1
5044,1
6474,0
17004,0
21435,0
4635,1
14389,1
25429,1
20551,0
2995,1
36,0
30470,1
28171,0
4813,0
95,1
17304,1
8580,0
1038,1
3877,0
21784,0
23002,1
14374,1
20009,1
19540,0
5434,1
6417,0
33907,1
21833,1
6856,0
34230,0
6998,0
24940,0
25872,0
3822,1
418,0
24376,0
17609,1
11212,0
29783,1
48,0
7677,1
6886,0
27252,1
9770,0
8798,0
4669,1
75,0
27307,1
1884,0
16132,1
20157,1
16570,0
8988,0
21074,1
26850,1
10814,1
30952,1
26416,1
7169,0
34782,0
9213,1
10647,1
17673,0
24235,0
27671,0
604,1
16208,0
22849,1
5765,0
22443,1
33688,1
25782,0
13683,1
7346,0
32123,1
29404,0
15389,0
22667,0
22735,0
18391,0
33139,1
35746,0
10948,1
22004,1
12093,1
6819,0
14187,1
27960,1
34277,0
32185,1
13465,1
25681,0
27976,1
23718,0
6707,1
14413,1
15128,0
1752,0
16018,1
21518,0
6490,1
11900,1
9659,0
8721,0
7288,0
32878,1
26001,1
17331,1
21937,0
15374,0
6801,0
25342,1
6441,1
24774,0
6930,0
10267,0
12425,0
18914,1
17327,1
23307,0
26545,1
19207,1
34729,0
31841,1
23688,1
15743,1
140,0
18677,1
20622,0
5751,0
12840,1
24600,0
35204,0
33727,0
23619,0
27703,0
22591,1
22229,1
8005,1
36339,0
34208,0
4018,0
23404,1
33642,1
34156,0
16373,0
15522,0
19431,0
13271,1
34674,0
17800,0
15360,0
31219,1
4937,0
35822,0
8200,1
27638,1
19831,1
29256,1
28680,1
35560,0
10047,0
22679,0
1982,0
12990,1
27553,1
29079,1
34751,0
34907,0
6537,1
32127,1
10363,0
1718,0
19176,1
9002,0
23008,1
23621,1
34028,1
13506,1
29794,0
29292,1
32784,1
35258,0
31405,1
12352,0
387,0
8030,1
1138,1
10397,1
27469,1
11834,1
4679,0
14906,1
33517,1
12703,0
25277,1
33141,1
26645,1
5029,1
35763,0
16811,0
6835,0
23770,0
27706,1
31090,0
1985,0
27996,1
33512,1
25585,0
26632,1
11514,0
10394,1
32532,1
7765,1
17724,0
35816,0
31767,1
5280,1
35656,0
18816,1
9225,1
24738,0
31487,1
14548,1
2573,1
32060,1
1045,1
17975,1
26905,0
15556,0
16292,1
4310,0
33282,1
25173,0
28705,1
26912,1
26816,1
8392,0
3496,1
30882,1
16381,0
25400,0
3087,0
9641,0
25287,0
14355,0
32091,1
4834,0
5588,1
11992,1
5461,1
25613,0
17796,0
16877,0
32047,1
1516,0
18773,1
21458,0
23377,1
4612,1
6715,1
31857,1
17010,0
23420,1
14218,0
852,1
8643,0
31667,1
4946,1
16921,0
6942,1
21850,1
27209,1
1847,1
20384,0
7775,1
5252,1
28697,1
32121,0
9629,0
36131,1
29660,0
14326,1
20094,1
3093,1
696,1
23180,1
24118,0
16400,0
16154,1
2430,0
31158,0
6925,0
34300,0
29802,1
23201,0
34932,0
22764,1
7704,1
32543,1
35862,1
12636,0
21846,1
111,1
19977,1
27577,1
18298,0
31646,1
3195,1
8644,0
1714,0
6716,1
35969,0
847,1
23989,0
30937,0
17373,1
12694,0
9184,1
10121,0
12414,0
30871,0
31035,1
32638,0
9634,0
16264,0
21776,0
28859,1
7981,0
3607,0
17196,1
14305,0
35948,1
18101,0
32026,0
8997,0
35365,0
31252,1
13093,0
3860,0
13202,1
29952,0
29341,0
25773,0
11021,1
34370,1
15940,1
20273,1
3910,1
607,0
35577,0
16383,0
24434,0
17521,1
9851,0
29328,1
35243,0
1862,0
30557,1
16949,0
18199,0
22583,1
33911,1
22957,0
9021,0
24428,0
22157,1
16284,1
19740,1
24372,0
29897,0
12705,1
14796,1
10989,0
25524,1
26293,0
50,0
5922,0
28202,0
32814,1
35811,1
34841,0
26268,0
31433,1
11562,1
23372,1
14445,1
33349,0
19422,1
12406,0
27475,1
30357,1
33630,1
11108,0
4798,0
7204,0
32700,1
29131,1
2851,0
11936,1
9100,1
21157,1
33786,0
12698,0
15921,1
1765,0
36144,1
14594,1
16527,0
21879,0
11342,1
9800,0
15656,0
6018,0
23757,0
28369,1
21647,0
30630,1
29367,0
22348,1
32741,1
4288,0
31712,0
21791,1
32711,1
11930,1
13711,0
21934,0
28511,1
4213,0
14561,1
30839,0
16197,1
27247,0
17181,0
2850,0
28167,0
9090,1
22966,1
19823,1
26192,0
4157,0
25661,0
33023,1
15009,1
8664,0
23413,0
5492,1
8156,1
10563,1
9619,0
5453,1
34615,0
32080,1
1482,0
21309,1
22402,1
24509,0
29010,1
27495,0
17204,1
24958,0
23598,0
28818,0
13337,1
